date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:57:28	127/127	---MCZ	200	added ('OK')	text/plain	date:Thu,%2009%20Jun%202022%2007:22:44%20GMT	https://hendon.qodeinteractive.com/robots.txt		(from )
12:57:30	200841/200841	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202022%2007:27:30%20GMT	https://hendon.qodeinteractive.com/	C:/My%20Web%20Sites/rms-2/hendon.qodeinteractive.com/index.html	(from )
12:57:31	16823/16823	---MCZ	200	added ('OK')	text/css	date:Fri,%2024%20Dec%202021%2009:22:14%20GMT	https://hendon.qodeinteractive.com/wp-content/plugins/instagram-feed/css/sbi-styles.min.css?ver=2.9.8	C:/My%20Web%20Sites/rms-2/hendon.qodeinteractive.com/wp-content/plugins/instagram-feed/css/sbi-styles.min4315.css	(from https://hendon.qodeinteractive.com/)
12:57:31	9130/9130	---MCZ	200	added ('OK')	text/css	date:Wed,%2022%20Apr%202020%2008:44:59%20GMT	https://hendon.qodeinteractive.com/wp-content/plugins/hendon-core/inc/icons/dripicons/assets/css/dripicons.min.css?ver=5.8.4	C:/My%20Web%20Sites/rms-2/hendon.qodeinteractive.com/wp-content/plugins/hendon-core/inc/icons/dripicons/assets/css/dripicons.min69c8.css	(from https://hendon.qodeinteractive.com/)
12:57:31	22518/22518	---MCZ	200	added ('OK')	text/css	date:Wed,%2022%20Apr%202020%2008:44:59%20GMT	https://hendon.qodeinteractive.com/wp-content/plugins/hendon-core/inc/icons/elegant-icons/assets/css/elegant-icons.min.css?ver=5.8.4	C:/My%20Web%20Sites/rms-2/hendon.qodeinteractive.com/wp-content/plugins/hendon-core/inc/icons/elegant-icons/assets/css/elegant-icons.min69c8.css	(from https://hendon.qodeinteractive.com/)
12:57:31	58589/58589	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20May%202020%2010:42:36%20GMT	https://hendon.qodeinteractive.com/wp-content/plugins/hendon-core/inc/icons/font-awesome/assets/css/all.min.css?ver=5.8.4	C:/My%20Web%20Sites/rms-2/hendon.qodeinteractive.com/wp-content/plugins/hendon-core/inc/icons/font-awesome/assets/css/all.min69c8.css	(from https://hendon.qodeinteractive.com/)
12:57:32	52351/52351	---MC-	200	added ('OK')	application/rss+xml	etag:%22f72f0d8d1d2d3df8aa6e8f225aa81b8c%22	https://hendon.qodeinteractive.com/feed/	C:/My%20Web%20Sites/rms-2/hendon.qodeinteractive.com/feed/index.html	(from https://hendon.qodeinteractive.com/)
12:57:32	45219/45219	---MCZ	200	added ('OK')	text/css	date:Wed,%2022%20Apr%202020%2008:44:59%20GMT	https://hendon.qodeinteractive.com/wp-content/plugins/hendon-core/inc/icons/ionicons/assets/css/ionicons.min.css?ver=5.8.4	C:/My%20Web%20Sites/rms-2/hendon.qodeinteractive.com/wp-content/plugins/hendon-core/inc/icons/ionicons/assets/css/ionicons.min69c8.css	(from https://hendon.qodeinteractive.com/)
12:57:32	9780/9780	---MC-	200	added ('OK')	application/rss+xml	etag:%228539b7b5cf440d9aeeb1f8dd185dfae0%22	https://hendon.qodeinteractive.com/comments/feed/	C:/My%20Web%20Sites/rms-2/hendon.qodeinteractive.com/comments/feed/index.html	(from https://hendon.qodeinteractive.com/)
12:57:32	42983/42983	---MCZ	200	added ('OK')	text/css	date:Wed,%2022%20Apr%202020%2008:44:59%20GMT	https://hendon.qodeinteractive.com/wp-content/plugins/hendon-core/inc/icons/linea-icons/assets/css/linea-icons.min.css?ver=5.8.4	C:/My%20Web%20Sites/rms-2/hendon.qodeinteractive.com/wp-content/plugins/hendon-core/inc/icons/linea-icons/assets/css/linea-icons.min69c8.css	(from https://hendon.qodeinteractive.com/)
